evento_nombre,evento_url,evento_descripcion,evento_lugar,municipio_nombre,evento_organizador,evento_fecha_inicio,evento_fecha_fin
Sexta jornada de Fútbol Sala Zona Acentejo en los Juegos Cabildo,https://www.deportestenerife.es/evento/sexta-jornada-de-futbol-sala-zona-acentejo-en-los-juegos-cabildo/,"Sexta jornada de Fútbol Sala zona Acentejo en los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a>, que se celebrará en el Pabellón Deportivo de Agua García (Tacoronte).",Pabellón Lorenzo Javier Jorge &#8216;Loren&#8217;,Tacoronte,Cabildo de Tenerife y Fundación DISA,2016-03-18 16:00:00,2016-03-18 19:00:00
Quinta jornada de Frontenis en los Juegos Cabildo,https://www.deportestenerife.es/evento/quinta-jornada-de-frontenis-en-los-juegos-cabildo/,"Quinta jornada de Frontenis, categoría Olímpica, en el marco de los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a>. La competición se celebrará en las instalaciones del Círculo de Amistad XII de Enero (Candelaria).",Círculo de la Amistad XII de Enero,Candelaria,Cabildo de Tenerife y Fundación DISA,2016-03-18 17:00:00,2016-03-18 20:00:00
Jornada de Balonmano liga zonal La Orotava en los Juegos Cabildo,https://www.deportestenerife.es/evento/jornada-de-balonmano-liga-zonal-la-orotava-en-los-juegos-cabildo/,"Jornada de Balonmano liga zonal de La Orotava en los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a>, que se celebrará en el Pabellón Celestino Hernández de La Perdoma (La Orotava).",Pabellón de Deportes Celestino Hernández,La Orotava,Cabildo de Tenerife y Fundación DISA,2016-03-18 17:00:00,2016-03-18 20:00:00
Se abre el plazo de solicitud de subvenciones para federaciones deportivas insulares,https://www.deportestenerife.es/evento/se-abre-el-plazo-de-solicitud-de-subvenciones-a-federaciones-deportivas-insulares/,"Se abre el plazo para que las federaciones deportivas insulares – y canarias, en el caso de que no existan las insulares – puedan solicitar las subvenciones destinadas a sufragar parte de los gastos ordinarios de gestión y administración. El plazo <strong>finaliza el lunes 18 de abril de 2016</strong>.",Cabildo Insular de Tenerife,Tenerife,Cabildo de Tenerife,2016-03-19 00:00:00,2016-03-19 23:59:59
Sexta jornada de Fútbol Sala en los Juegos Cabildo,https://www.deportestenerife.es/evento/sexta-jornada-de-futbol-sala-en-los-juegos-cabildo-2/,"Sexta jornada de Fútbol Sala, zonas Norte, Sur y Centro, en el marco de los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a>. La competición se celebrará simultáneamente en diferentes pabellones y polideportivos de la Isla de Tenerife.",Tenerife,,Cabildo de Tenerife y Fundación DISA,2016-03-19 09:30:00,2016-03-19 13:30:00
Última jornada de Bádminton en los Juegos Cabildo,https://www.deportestenerife.es/evento/ultima-jornada-de-badminton-en-los-juegos-cabildo/,"Última jornada de Bádminton y entrega de medallas en el marco de los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a>, que se celebrará en el Pabellón Municipal de El Chorrillo, en Radazul Alto (El Rosario).",Pabellón Deportivo de El Chorrillo,El Rosario,Cabildo de Tenerife y Fundación DISA,2016-03-19 09:30:00,2016-03-19 14:00:00
Decimocuarta jornada de la Liga Insular de Balonmano en los Juegos Cabildo,https://www.deportestenerife.es/evento/decimocuarta-jornada-de-la-liga-insular-de-balonmano-en-los-juegos-cabildo/,"Decimocuarta jornada de la Liga Insular de Balonmano en los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a>, que se celebrará simultáneamente en diferentes pabellones de la Isla de Tenerife.",Tenerife,,Cabildo de Tenerife y Fundación DISA,2016-03-19 09:30:00,2016-03-19 13:30:00
Tercera jornada de Natación en los Juegos Cabildo,https://www.deportestenerife.es/evento/tercera-jornada-de-natacion-en-los-juegos-cabildo/,"Tercera jornada de Natación en el marco de los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a>. Los encuentros se disputarán en la Piscina Acidalio Lorenzo de Santa Cruz de Tenerife y en las instalaciones del Colegio Pureza de María en Los Realejos.",Piscina Municipal Acidalio Lorenzo,Santa Cruz de Tenerife,Cabildo de Tenerife y Fundación DISA,2016-03-19 09:30:00,2016-03-19 12:00:00
Sexta jornada de Fútbol Sala en los Juegos Cabildo,https://www.deportestenerife.es/evento/sexta-jornada-de-futbol-sala-en-los-juegos-cabildo/,"Sexta jornada de Fútbol Sala Zonas Norte, Sur y Centro, en el marco de los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a>. Las pruebas se celebrarán en diferentes pabellones y polideportivos de la Isla de Tenerife.",Tenerife,,Cabildo de Tenerife y Fundación DISA,2016-03-19 09:30:00,2016-03-19 13:30:00
Decimosexta jornada de la Liga Insular de Voleibol en los Juegos Cabildo,https://www.deportestenerife.es/evento/decimosexta-jornada-de-la-liga-insular-de-voleibol-en-los-juegos-cabildo/,"Decimosexta jornada de la Liga Insular de Voleibol en los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a>, que se celebra de forma simultánea en diferentes pabellones de la Isla de Tenerife.",Tenerife,,Cabildo de Tenerife y Fundación DISA,2016-03-19 09:30:00,2016-03-19 13:30:00
Final de Gimnasia Rítmica individual en los Juegos Cabildo,https://www.deportestenerife.es/evento/final-de-gimnasia-ritmica-individual-en-los-juegos-cabildo/,"Final de Gimnasia Rítmica individual en los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a>.",Tenerife,,Cabildo de Tenerife y Fundación DISA,2016-03-19 10:00:00,2016-03-19 14:00:00
Cuarta fase de Judo en los Juegos Cabildo,https://www.deportestenerife.es/evento/cuarta-fase-de-judo-en-los-juegos-cabildo/,"Cuarta fase de Judo en las categorías de Benjamín, Alevín e Infantil en el marco de los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a>. Las pruebas se celebrarán en el Pabellón Deportivo El Viso de Arico.",Pabellón Deportivo El Viso,Arico,Cabildo de Tenerife y Fundación DISA,2016-03-19 10:00:00,2016-03-19 12:00:00
Quinta jornada de Frontenis Preolímpica en los Juegos Cabildo,https://www.deportestenerife.es/evento/quinta-jornada-de-frontenis-preolimpica-en-los-juegos-cabildo/,"Quinta jornada de Frontenis en las categorías Benjamín, Alevín e Infantil Preolímpica en el marco de los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a>. Las pruebas se disputarán en el Frontón Cuchillitos de Tristán (Santa Cruz de Tenerife) y en el Círculo de la Amistad (Candelaria).",Frontón Cuchillitos de Tristán,Santa Cruz de Tenerife,Cabildo de Tenerife y Fundación DISA,2016-03-19 10:00:00,2016-03-19 20:00:00
Campus de Semana Santa 2016 en el Complejo Deportivo de Tenerife Santa Cruz-Ofra,https://www.deportestenerife.es/evento/campus-de-semana-santa-2016/,"Campus de Semana Santa 2016 en el <a href=""https://www.deportestenerife.es/instalaciones/complejo-deportivo-de-tenerife-santa-cruz-ofra/"">Complejo Deportivo de Tenerife Santa Cruz-Ofra</a>, dirigido a niños y niñas de entre 5 y 14 años. Podrán disfrutar de todo tipo de actividades: tenis, pádel, natación, deportes de equipo, bailes, juegos tradicionales y manualidades.",Complejo Deportivo de Tenerife,Santa Cruz de Tenerife,Cabildo de Tenerife e IDECO,2016-03-21 00:00:00,2016-03-23 23:59:59
Campus Náutico de Semana Santa CIDEMAT 2016,https://www.deportestenerife.es/evento/campus-nautico-de-semana-santa-cidemat-2016/,"El <a href=""https://www.deportestenerife.es/instalaciones/centro-de-deportes-marinos-de-tenerife/"">Centro Insular de Deportes Marinos de Tenerife</a> (CIDEMAT) ha abierto la inscripción para su Campus Náutico de Semana Santa para niños y niñas de 6 a 12 años.",Centro de Deportes Marinos de Tenerife (Cidemat),Valleseco,Cabildo de Tenerife e IDECO,2016-03-21 00:00:00,2016-03-23 23:59:59
I Anaga Extreme Canicross,https://www.deportestenerife.es/evento/i-anaga-extreme-canicross/,El I Anaga Extreme Canicross está formado por 5 pruebas diferentes que se desarrollarán en el entorno del Parque Rural de Anaga declarado Reserva de la Biosfera a lo largo de tres jornadas apasionantes. ¿Se te ocurre una forma mejor de rematar la Semana Santa?,Parque Rural de Anaga,Anaga,Cabildo de Tenerife,2016-03-25 00:00:00,2016-03-27 23:59:59
Tenerife Walking Festival 2016,https://www.deportestenerife.es/evento/tenerife-walking-festival-2016/,"Un encuentro abierto a la participación de senderistas de toda Europa que combina excursiones por diferentes senderos de la Isla de Tenerife con originales actividades complementarias. Se trata de un gran evento en el que pueden inscribirse individuos aficionados o profesionales, familias o grupos organizados de senderistas.",Plaza de los Reyes Católicos,Puerto de la Cruz,Turismo de Tenerife,2016-03-29 00:00:00,2016-04-02 23:59:59
Decimotercera jornada de Deporte adaptado en los Juegos Cabildo,https://www.deportestenerife.es/evento/decimotercera-jornada-de-deporte-adaptado-en-los-juegos-cabildo/,"Decimotercera jornada de Deporte Adaptado en la modalidad de fútbol sala en el marco de los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a>. Las pruebas se celebrarán en el Pabellón de Deportes Alberto Delgado de La Laguna.",Pabellón de Deportes Alberto Delgado,La Laguna,Cabildo de Tenerife y Fundación DISA,2016-03-30 10:00:00,2016-03-30 12:00:00
Jornada de Balonmano Liga Zonal La Orotava de los Juegos Cabildo,https://www.deportestenerife.es/evento/jornada-de-balonmano-liga-zonal-la-orotava-de-los-juegos-cabildo/,"Jornada de Balonmano en la Liga Zonal de La Orotava en el marco de los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a>, que tendrá lugar en el Pabellón de Deportes Celestino Hernández de La Perdoma (La Orotava).",Pabellón de Deportes Celestino Hernández,La Orotava,Cabildo de Tenerife y Fundación DISA,2016-04-01 17:00:00,2016-04-01 20:00:00
Jornada final de Kiorugui en los Juegos Cabildo,https://www.deportestenerife.es/evento/jornada-final-de-kiorugui-en-los-juegos-cabildo/,"Jornada final de Taekwondo en la modalidad de Kiorugui en los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a>. Las pruebas se celebrarán en el Pabellón de Deportes Ríos Tejera de La Laguna.",Pabellón de Deportes Juan Ríos Tejera,La Laguna,Cabildo de Tenerife y Fundación DISA,2016-04-02 09:30:00,2016-04-02 13:30:00
Final insular de Ajedrez por equipos en los Juegos Cabildo,https://www.deportestenerife.es/evento/final-insular-de-ajedrez-por-equipos-en-los-juegos-cabildo/,"Final insular de Ajedrez por equipos en las categorías de infantil y cadete en los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a>. Las pruebas se celebrarán en el Centro Cultural La Ferretería de Los Realejos.",Espacio Cultural La Ferretería,Los Realejos,Cabildo de Tenerife y Fundación DISA,2016-04-02 09:30:00,2016-04-02 13:30:00
Decimoséptima jornada de Voleibol en los Juegos Cabildo,https://www.deportestenerife.es/evento/decimoseptima-jornada-de-voleibol-en-los-juegos-cabildo/,"Decimoséptima jornada de la Liga Insular de Voleibol y novena de Promoción en los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a>. Las pruebas se celebrarán simultáneamente en diferentes pabellones a lo largo de la geografía insular.",Tenerife,,Cabildo de Tenerife y Fundación DISA,2016-04-02 09:30:00,2016-04-02 13:30:00
Séptima jornada de Fútbol Sala en los Juegos Cabildo,https://www.deportestenerife.es/evento/septima-jornada-de-futbol-sala-en-los-juegos-cabildo/,"Séptima jornada de Fútbol Sala en los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a> que se disputará en diferentes pabellones y polideportivos de la Isla de Tenerife.",Tenerife,,Cabildo de Tenerife y Fundación DISA,2016-04-02 09:30:00,2016-04-02 13:30:00
Tercera jornada Zona Sur de Atletismo en los Juegos Cabildo,https://www.deportestenerife.es/evento/tercera-jornada-zona-sur-de-atletismo-en-los-juegos-cabildo/,"Tercera jornada Zona Sur de Atletismo en los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a> que se disputará en el Centro de Atletismo de Tenerife de Tíncer (Santa Cruz de Tenerife).",Centro de Atletismo de Tenerife,Santa Cruz de Tenerife,Cabildo de Tenerife y Fundación DISA,2016-04-02 10:00:00,2016-04-02 13:00:00
Tercera jornada de Bola Canaria en los Juegos Cabildo,https://www.deportestenerife.es/evento/tercera-jornada-de-bola-canaria-en-los-juegos-cabildo/,"Tercera jornada de Bola Canaria en los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a>, que se disputará en el campo de bochas de la Asociación de Vecinos Tabajoste de Los Baldíos (La Laguna).",Fotos,,Cabildo de Tenerife y Fundación DISA,2016-04-02 10:00:00,2016-04-02 13:30:00
Jornada final de Orientación Deportiva en los Juegos Cabildo,https://www.deportestenerife.es/evento/jornada-final-de-orientacion-deportiva-en-los-juegos-cabildo/,"Última jornada de Orientación Deportiva en los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a>, que se celebrará en Lomo de Jara, término municipal de Tacoronte.",Lomo de la Jara,Tacoronte,Cabildo de Tenerife y Fundación DISA,2016-04-02 10:00:00,2016-04-02 13:00:00
Decimocuarta jornada de Lucha Canaria en los Juegos Cabildo,https://www.deportestenerife.es/evento/decimocuarta-jornada-de-lucha-canaria-en-los-juegos-cabildo/,"Decimocuarta jornada de Lucha Canaria en los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a> que se celebrará simultáneamente a lo largo de la mañana en diferentes terreros de lucha de la Isla.",Tenerife,,Cabildo de Tenerife y Fundación DISA,2016-04-02 11:00:00,2016-04-02 13:00:00
Dragon Battle Race en Los Realejos,https://www.deportestenerife.es/evento/dragon-battle-race-en-los-realejos/,"Dragon Battle es un desafío más allá de los límites físicos y mentales, una auténtica experiencia personal que toma forma en una competición extrema en la que sólo los más fuertes se alzarán con la victoria.",Los Realejos,,Oceanbox,2016-04-02 15:00:00,2016-04-02 20:00:00
Tercera jornada de Natación en los Juegos Máster,https://www.deportestenerife.es/evento/tercera-jornada-de-natacion-en-los-juegos-master/,"Tercera jornada de Natación en los <a href=""http://juegosmastercabildo.com/"" target=""_blank"" rel=""noopener"">II Juegos Máster Cabildo de Tenerife</a> que se celebrará en la Piscina Municipal de Santa Úrsula.",Piscina Municipal de Santa Úrsula,Santa Úrsula,Cabildo de Tenerife e IDECO,2016-04-02 17:00:00,2016-04-02 19:00:00
XX Medio Maratón de Las Galletas,https://www.deportestenerife.es/evento/xx-medio-maraton-de-las-galletas/,"El tradicional Medio Maratón de Las Galletas celebra este año su 20 aniversario con actividades extraordinarias, además de haber sido incluido por la Federación Insular de Tenerife de Atletismo como Campeonato de Tenerife de esta distancia. Además del media maratón, esta edición incluye una prueba de 10,8 kilómetros.",Las Galletas,Arona,Patronato de Deportes de Arona,2016-04-03 09:00:00,2016-04-03 13:00:00
II XCM Madre del Agua,https://www.deportestenerife.es/evento/ii-xcm-madre-del-agua/,"Una prueba deportiva que, por el entorno donde discurre, se presenta como un gran atractivo tanto para corredores federados como para cicloturistas que desean realizar un trayecto en bicicleta de montaña por un territorio de alto valor ambiental.",Plaza del Barranco de Las Lajas,Tacoronte,Ayuntamiento de Tacoronte,2016-04-03 09:00:00,2016-04-03 13:00:00
Carrera por la Mujer y Marcha Solidaria,https://www.deportestenerife.es/evento/carrera-por-la-mujer-y-marcha-solidaria/,Una marcha popular con gran carga solidaria a beneficio de la Asociación Corazón y Vida de Canarias. La prueba tomará la salida en la Plaza del Cristo de Tacoronte y llegará hasta la plaza de San Pedro en el municipio vecino de El Sauzal.,Plaza del Cristo de Tacoronte,Tacoronte,Zanata Trail,2016-04-03 10:00:00,2016-04-03 13:00:00
Decimocuarta jornada de Deporte Adaptado en los Juegos Cabildo,https://www.deportestenerife.es/evento/decimocuarta-jornada-de-deporte-adaptado-en-los-juegos-cabildo/,"Decimocuarta jornada de Deporte Adaptado en la modalidad de Bola Canaria en los <a href=""http://juegoscabildotenerife.com/"" target=""_blank"" rel=""noopener"">XXIX Juegos Cabildo de Tenerife</a>. Se disputará en el Centro de Atletismo de Tenerife, en Tíncer (Santa Cruz de Tenerife).",Centro de Atletismo de Tenerife,Santa Cruz de Tenerife,Cabildo de Tenerife y Fundación DISA,2016-04-06 10:00:00,2016-04-06 12:00:00
Final del II Torneo Cabildo de Tenerife de Atletismo Escolar,https://www.deportestenerife.es/evento/final-del-ii-torneo-cabildo-de-tenerife-de-atletismo-escolar/,"El <a href=""https://www.deportestenerife.es/instalaciones/centro-de-atletismo-de-tenerife/"">Centro de Atletismo de Tenerife</a>, ubicado en Tíncer (Santa Cruz de Tenerife) acoge la primera final del II Torneo Cabildo de Tenerife de Atletismo Escolar, competición en la que tomarán parte unos 200 jóvenes de 4º de Enseñanza Secundaria Obligatoria y 1º de Bachiller en representación de 16 centros educativos.",Centro de Atletismo de Tenerife,Santa Cruz de Tenerife,Cabildo de Tenerife,2016-04-08 10:30:00,2016-04-08 14:00:00
